Year,From,To,Score
2013,Macedonia,United Kingdom,0
2013,Macedonia,Sweden,0
2013,Macedonia,Hungary,0
2013,Macedonia,Denmark,12
2013,Macedonia,Iceland,0
2013,Macedonia,Azerbaijan,0
2013,Macedonia,Greece,4
2013,Macedonia,Ukraine,0
2013,Macedonia,Italy,10
2013,Macedonia,Norway,8
2013,Macedonia,Georgia,0
2013,Macedonia,Ireland,0
2013,Cyprus,France,1
2013,Cyprus,Lithuania,0
2013,Cyprus,Moldova,0
2013,Cyprus,Finland,0
2013,Cyprus,Spain,0
2013,Cyprus,Belgium,0
2013,Cyprus,Estonia,0
2013,Cyprus,Belarus,0
2013,Cyprus,Malta,3
2013,Cyprus,Russia,5
2013,Cyprus,Germany,0
2013,Cyprus,Armenia,0
2013,Cyprus,Netherlands,0
2013,Cyprus,Romania,0
2013,Cyprus,United Kingdom,0
2013,Cyprus,Sweden,0
2013,Cyprus,Hungary,0
2013,Cyprus,Denmark,7
2013,Cyprus,Iceland,0
2013,Cyprus,Azerbaijan,8
2013,Cyprus,Greece,12
2013,Cyprus,Ukraine,10
2013,Cyprus,Italy,6
2013,Cyprus,Norway,4
2013,Cyprus,Georgia,0
2013,Cyprus,Ireland,2
2013,Croatia,France,0
2013,Croatia,Lithuania,0
2013,Croatia,Moldova,0
2013,Croatia,Finland,0
2013,Croatia,Spain,0
2013,Croatia,Belgium,0
2013,Croatia,Estonia,0
2013,Croatia,Belarus,0
2013,Croatia,Malta,0
2013,Croatia,Russia,6
2013,Croatia,Germany,0
2013,Croatia,Armenia,0
2013,Croatia,Netherlands,2
2013,Croatia,Romania,0
2013,Croatia,United Kingdom,0
2013,Croatia,Sweden,1
2013,Croatia,Hungary,4
2013,Croatia,Denmark,10
2013,Croatia,Iceland,0
2013,Croatia,Azerbaijan,7
2013,Croatia,Greece,5
2013,Croatia,Ukraine,12
2013,Croatia,Italy,8
2013,Croatia,Norway,3
2013,Croatia,Georgia,0
2013,Croatia,Ireland,0
2013,Switzerland,France,0
2013,Switzerland,Lithuania,0
2013,Switzerland,Moldova,0
2013,Switzerland,Finland,0
2013,Switzerland,Spain,0
2013,Switzerland,Belgium,0
2013,Switzerland,Estonia,0
2013,Switzerland,Belarus,0
2013,Switzerland,Malta,0
2013,Switzerland,Russia,0
2013,Switzerland,Germany,1
2013,Switzerland,Armenia,0
2013,Switzerland,Netherlands,4
2013,Switzerland,Romania,0
2013,Switzerland,United Kingdom,2
2013,Switzerland,Sweden,0
2013,Switzerland,Hungary,10
2013,Switzerland,Denmark,3
2013,Switzerland,Iceland,5
2013,Switzerland,Azerbaijan,6
2013,Switzerland,Greece,8
2013,Switzerland,Ukraine,0
2013,Switzerland,Italy,12
2013,Switzerland,Norway,7
2013,Switzerland,Georgia,0
2013,Switzerland,Ireland,0
2013,Lithuania,France,0
2013,Lithuania,Moldova,0
2013,Lithuania,Finland,0
2013,Lithuania,Spain,0
2013,Lithuania,Belgium,0
2013,Lithuania,Estonia,3
2013,Lithuania,Belarus,1
2013,Lithuania,Malta,0
2013,Lithuania,Russia,7
2013,Lithuania,Germany,0
2013,Lithuania,Armenia,0
2013,Lithuania,Netherlands,4
2013,Lithuania,Romania,0
2013,Lithuania,United Kingdom,0
2013,Lithuania,Sweden,0
2013,Lithuania,Hungary,5
2013,Lithuania,Denmark,2
2013,Lithuania,Iceland,0
2013,Lithuania,Azerbaijan,12
2013,Lithuania,Greece,0
2013,Lithuania,Ukraine,10
2013,Lithuania,Italy,0
2013,Lithuania,Norway,6
2013,Lithuania,Georgia,8
2013,Lithuania,Ireland,0
2014,Albania,Ukraine,0
2014,Albania,Belarus,0
2014,Albania,Azerbaijan,0
2014,Albania,Iceland,0
2014,Albania,Norway,0
2014,Albania,Romania,0
2014,Albania,Armenia,0
2014,Albania,Montenegro,6
2014,Albania,Poland,0
2014,Albania,Greece,2
2014,Albania,Austria,5
2014,Albania,Germany,4
2014,Albania,Sweden,7
2014,Albania,France,0
2014,Albania,Russia,0
2014,Albania,Italy,10
2014,Albania,Slovenia,0
2014,Albania,Finland,0
2014,Albania,Spain,12
2014,Albania,Switzerland,0
2014,Albania,Hungary,8
2014,Albania,Malta,1
2014,Albania,Denmark,0
2014,Albania,Netherlands,0
2014,Albania,San Marino,3
2014,Albania,United Kingdom,0
2014,Armenia,Ukraine,0
2014,Armenia,Belarus,8
2014,Armenia,Azerbaijan,0
2014,Armenia,Iceland,0
2014,Armenia,Norway,0
2014,Armenia,Romania,0
2014,Armenia,Montenegro,12
2014,Armenia,Poland,0
2014,Armenia,Greece,7
2014,Armenia,Austria,0
2014,Armenia,Germany,6
2014,Armenia,Sweden,0
2014,Armenia,France,0
2014,Armenia,Russia,10
2014,Armenia,Italy,0
2014,Armenia,Slovenia,0
2014,Armenia,Finland,0
2014,Armenia,Spain,2
2014,Armenia,Switzerland,5
2014,Armenia,Hungary,0
2014,Armenia,Malta,0
2014,Armenia,Denmark,1
2014,Armenia,Netherlands,4
2014,Armenia,San Marino,3
2014,Armenia,United Kingdom,0
2014,Austria,Ukraine,5
2014,Austria,Belarus,0
2014,Austria,Azerbaijan,0
2014,Austria,Iceland,2
2014,Austria,Norway,1
2014,Austria,Romania,8
2014,Austria,Armenia,12
2014,Austria,Montenegro,0
2014,Austria,Poland,0
2014,Austria,Greece,0
2014,Austria,Germany,0
2014,Austria,Sweden,6
2014,Austria,France,0
2014,Austria,Russia,0
2014,Austria,Italy,0
2014,Austria,Slovenia,0
2014,Austria,Finland,4
2014,Austria,Spain,0
2014,Austria,Switzerland,3
2014,Austria,Hungary,7
2014,Austria,Malta,0
2014,Austria,Denmark,0
2014,Austria,Netherlands,10
2014,Austria,San Marino,0
2014,Austria,United Kingdom,0
2014,Azerbaijan,Ukraine,10
2014,Azerbaijan,Belarus,7
2014,Azerbaijan,Iceland,0
2014,Azerbaijan,Norway,0
2014,Azerbaijan,Romania,6
2014,Azerbaijan,Armenia,0
2014,Azerbaijan,Montenegro,0
2014,Azerbaijan,Poland,2
2014,Azerbaijan,Greece,4
2014,Azerbaijan,Austria,1
2014,Azerbaijan,Germany,0
2014,Azerbaijan,Sweden,0
2014,Azerbaijan,France,0
2014,Azerbaijan,Russia,12
2014,Azerbaijan,Italy,0
2014,Azerbaijan,Slovenia,0
2014,Azerbaijan,Finland,0
2014,Azerbaijan,Spain,0
2014,Azerbaijan,Switzerland,0
2014,Azerbaijan,Hungary,8
2014,Azerbaijan,Malta,5
2014,Azerbaijan,Denmark,0
2014,Azerbaijan,Netherlands,0
2014,Azerbaijan,San Marino,3
2014,Azerbaijan,United Kingdom,0
2014,Belarus,Ukraine,8
2014,Belarus,Azerbaijan,3
2014,Belarus,Iceland,0
2014,Belarus,Norway,4
2014,Belarus,Romania,1
2014,Belarus,Armenia,10
2014,Belarus,Montenegro,0
2014,Belarus,Poland,7
2014,Belarus,Greece,6
2014,Belarus,Austria,0
2014,Belarus,Germany,0
2014,Belarus,Sweden,0
2014,Belarus,France,0
2014,Belarus,Russia,12
2014,Belarus,Italy,0
2014,Belarus,Slovenia,0
2014,Belarus,Finland,0
2014,Belarus,Spain,0
2014,Belarus,Switzerland,0
2014,Belarus,Hungary,5
2014,Belarus,Malta,0
2014,Belarus,Denmark,0
2014,Belarus,Netherlands,2
2014,Belarus,San Marino,0
2014,Belarus,United Kingdom,0
2014,Belgium,Ukraine,4
2014,Belgium,Belarus,0
2014,Belgium,Azerbaijan,0
2014,Belgium,Iceland,0
2014,Belgium,Norway,0
2014,Belgium,Romania,5
2014,Belgium,Armenia,0
2014,Belgium,Montenegro,0
2014,Belgium,Poland,0
2014,Belgium,Greece,0
2014,Belgium,Austria,12
2014,Belgium,Germany,0
2014,Belgium,Sweden,10
2014,Belgium,France,0
2014,Belgium,Russia,0
2014,Belgium,Italy,0
2014,Belgium,Slovenia,0
2014,Belgium,Finland,3
2014,Belgium,Spain,2
2014,Belgium,Switzerland,0
2014,Belgium,Hungary,7
2014,Belgium,Malta,0
2014,Belgium,Denmark,6
2014,Belgium,Netherlands,8
2014,Belgium,San Marino,0
2014,Belgium,United Kingdom,1
2014,Denmark,Ukraine,1
2014,Denmark,Belarus,0
2014,Denmark,Azerbaijan,0
2014,Denmark,Iceland,5
2014,Denmark,Norway,6
2014,Denmark,Romania,0
2014,Denmark,Armenia,2
2014,Denmark,Montenegro,0
2014,Denmark,Poland,0
2014,Denmark,Greece,0
2014,Denmark,Austria,8
2014,Denmark,Germany,0
2014,Denmark,Sweden,12
2014,Denmark,France,0
2014,Denmark,Russia,0
2014,Denmark,Italy,0
2014,Denmark,Slovenia,0
2014,Denmark,Finland,4
2014,Denmark,Spain,0
2014,Denmark,Switzerland,0
2014,Denmark,Hungary,3
2014,Denmark,Malta,0
2014,Denmark,Netherlands,10
2014,Denmark,San Marino,0
2014,Denmark,United Kingdom,7
2014,Estonia,Ukraine,8
2014,Estonia,Belarus,0
2014,Estonia,Azerbaijan,0
2014,Estonia,Iceland,0
2014,Estonia,Norway,3
2014,Estonia,Romania,0
2014,Estonia,Armenia,5
2014,Estonia,Montenegro,0
2014,Estonia,Poland,0
2014,Estonia,Greece,0
2014,Estonia,Austria,4
2014,Estonia,Germany,0
2014,Estonia,Sweden,10
2014,Estonia,France,0
2014,Estonia,Russia,1
2014,Estonia,Italy,0
2014,Estonia,Slovenia,0
2014,Estonia,Finland,6
2014,Estonia,Spain,2
2014,Estonia,Switzerland,0
2014,Estonia,Hungary,7
2014,Estonia,Malta,0
2014,Estonia,Denmark,0
2014,Estonia,Netherlands,12
2014,Estonia,San Marino,0
2014,Estonia,United Kingdom,0
2014,F.Y.R. Macedonia,Ukraine,0
2014,F.Y.R. Macedonia,Belarus,0
2014,F.Y.R. Macedonia,Azerbaijan,0
2014,F.Y.R. Macedonia,Iceland,0
2014,F.Y.R. Macedonia,Norway,0
2014,F.Y.R. Macedonia,Romania,4
2014,F.Y.R. Macedonia,Armenia,8
2014,F.Y.R. Macedonia,Montenegro,12
2014,F.Y.R. Macedonia,Poland,5
2014,F.Y.R. Macedonia,Greece,0
2014,F.Y.R. Macedonia,Austria,3
2014,F.Y.R. Macedonia,Germany,0
2014,F.Y.R. Macedonia,Sweden,0
2014,F.Y.R. Macedonia,France,0
2014,F.Y.R. Macedonia,Russia,6
2014,F.Y.R. Macedonia,Italy,2
2014,F.Y.R. Macedonia,Slovenia,1
2014,F.Y.R. Macedonia,Finland,0
2014,F.Y.R. Macedonia,Spain,0
2014,F.Y.R. Macedonia,Switzerland,0
2014,F.Y.R. Macedonia,Hungary,10
2014,F.Y.R. Macedonia,Malta,0
2014,F.Y.R. Macedonia,Denmark,0
2014,F.Y.R. Macedonia,Netherlands,7
2014,F.Y.R. Macedonia,San Marino,0
2014,F.Y.R. Macedonia,United Kingdom,0
2014,Finland,Ukraine,2
2014,Finland,Belarus,0
2014,Finland,Azerbaijan,0
2014,Finland,Iceland,0
2014,Finland,Norway,7
2014,Finland,Romania,0
2014,Finland,Armenia,4
2014,Finland,Montenegro,0
2014,Finland,Poland,0
2014,Finland,Greece,0
2014,Finland,Austria,12
2014,Finland,Germany,0
2014,Finland,Sweden,10
2014,Finland,France,1
2014,Finland,Russia,0
2014,Finland,Italy,0
2014,Finland,Slovenia,0
2014,Finland,Spain,0
2014,Finland,Switzerland,0
2014,Finland,Hungary,5
2014,Finland,Malta,3
2014,Finland,Denmark,6
2014,Finland,Netherlands,8
2014,Finland,San Marino,0
2014,Finland,United Kingdom,0
2014,France,Ukraine,0
2014,France,Belarus,0
2014,France,Azerbaijan,0
2014,France,Iceland,7
2014,France,Norway,2
2014,France,Romania,0
2014,France,Armenia,12
2014,France,Montenegro,0
2014,France,Poland,5
2014,France,Greece,0
2014,France,Austria,10
2014,France,Germany,0
2014,France,Sweden,4
2014,France,Russia,0
2014,France,Italy,1
2014,France,Slovenia,0
2014,France,Finland,0
2014,France,Spain,6
2014,France,Switzerland,0
2014,France,Hungary,0
2014,France,Malta,0
2014,France,Denmark,3
2014,France,Netherlands,8
2014,France,San Marino,0
2014,France,United Kingdom,0
2014,Georgia,Ukraine,6
2014,Georgia,Belarus,0
2014,Georgia,Azerbaijan,7
2014,Georgia,Iceland,0
2014,Georgia,Norway,0
2014,Georgia,Romania,0
2014,Georgia,Armenia,12
2014,Georgia,Montenegro,0
2014,Georgia,Poland,0
2014,Georgia,Greece,4
2014,Georgia,Austria,10
2014,Georgia,Germany,5
2014,Georgia,Sweden,2
2014,Georgia,France,0
2014,Georgia,Russia,8
2014,Georgia,Italy,0
2014,Georgia,Slovenia,0
2014,Georgia,Finland,0
2014,Georgia,Spain,0
2014,Georgia,Switzerland,1
2014,Georgia,Hungary,0
2014,Georgia,Malta,0
2014,Georgia,Denmark,0
2014,Georgia,Netherlands,0
2014,Georgia,San Marino,0
2014,Georgia,United Kingdom,3
2014,Germany,Ukraine,0
2014,Germany,Belarus,0
2014,Germany,Azerbaijan,0
2014,Germany,Iceland,2
2014,Germany,Norway,5
2014,Germany,Romania,0
2014,Germany,Armenia,6
2014,Germany,Montenegro,0
2014,Germany,Poland,10
2014,Germany,Greece,0
2014,Germany,Austria,7
2014,Germany,Sweden,0
2014,Germany,France,0
2014,Germany,Russia,0
2014,Germany,Italy,0
2014,Germany,Slovenia,0
2014,Germany,Finland,4
2014,Germany,Spain,1
2014,Germany,Switzerland,3
2014,Germany,Hungary,0
2014,Germany,Malta,0
2014,Germany,Denmark,8
2014,Germany,Netherlands,12
2014,Germany,San Marino,0
2014,Germany,United Kingdom,0
2014,Greece,Ukraine,5
2014,Greece,Belarus,0
2014,Greece,Azerbaijan,0
2014,Greece,Iceland,0
2014,Greece,Norway,3
2014,Greece,Romania,0
2014,Greece,Armenia,7
2014,Greece,Montenegro,0
2014,Greece,Poland,1
2014,Greece,Austria,12
2014,Greece,Germany,0
2014,Greece,Sweden,2
2014,Greece,France,0
2014,Greece,Russia,10
2014,Greece,Italy,0
2014,Greece,Slovenia,0
2014,Greece,Finland,0
2014,Greece,Spain,0
2014,Greece,Switzerland,4
2014,Greece,Hungary,6
2014,Greece,Malta,0
2014,Greece,Denmark,0
2014,Greece,Netherlands,8
2014,Greece,San Marino,0
2014,Greece,United Kingdom,0
2014,Hungary,Ukraine,2
2014,Hungary,Belarus,0
2014,Hungary,Azerbaijan,0
2014,Hungary,Iceland,5
2014,Hungary,Norway,0
2014,Hungary,Romania,0
2014,Hungary,Armenia,7
2014,Hungary,Montenegro,0
2014,Hungary,Poland,3
2014,Hungary,Greece,0
2014,Hungary,Austria,10
2014,Hungary,Germany,0
2014,Hungary,Sweden,8
2014,Hungary,France,0
2014,Hungary,Russia,0
2014,Hungary,Italy,0
2014,Hungary,Slovenia,0
2014,Hungary,Finland,6
2014,Hungary,Spain,0
2014,Hungary,Switzerland,1
2014,Hungary,Malta,0
2014,Hungary,Denmark,0
2014,Hungary,Netherlands,12
2014,Hungary,San Marino,4
2014,Hungary,United Kingdom,0
2014,Iceland,Ukraine,0
2014,Iceland,Belarus,0
2014,Iceland,Azerbaijan,0
2014,Iceland,Norway,1
2014,Iceland,Romania,0
2014,Iceland,Armenia,2
2014,Iceland,Montenegro,0
2014,Iceland,Poland,3
2014,Iceland,Greece,0
2014,Iceland,Austria,10
2014,Iceland,Germany,0
2014,Iceland,Sweden,7
2014,Iceland,France,0
2014,Iceland,Russia,0
2014,Iceland,Italy,0
2014,Iceland,Slovenia,0
2014,Iceland,Finland,5
2014,Iceland,Spain,0
2014,Iceland,Switzerland,0
2014,Iceland,Hungary,6
2014,Iceland,Malta,0
2014,Iceland,Denmark,8
2014,Iceland,Netherlands,12
2014,Iceland,San Marino,0
2014,Iceland,United Kingdom,4
2014,Ireland,Ukraine,0
2014,Ireland,Belarus,0
2014,Ireland,Azerbaijan,0
2014,Ireland,Iceland,0
2014,Ireland,Norway,7
2014,Ireland,Romania,2
2014,Ireland,Armenia,0
2014,Ireland,Montenegro,0
2014,Ireland,Poland,0
2014,Ireland,Greece,0
2014,Ireland,Austria,12
2014,Ireland,Germany,0
2014,Ireland,Sweden,4
2014,Ireland,France,0
2014,Ireland,Russia,0
2014,Ireland,Italy,0
2014,Ireland,Slovenia,0
2014,Ireland,Finland,0
2014,Ireland,Spain,6
2014,Ireland,Switzerland,5
2014,Ireland,Hungary,1
2014,Ireland,Malta,3
2014,Ireland,Denmark,0
2014,Ireland,Netherlands,10
2014,Ireland,San Marino,0
2014,Ireland,United Kingdom,8
2014,Israel,Ukraine,5
2014,Israel,Belarus,1
2014,Israel,Azerbaijan,0
2014,Israel,Iceland,0
2014,Israel,Norway,0
2014,Israel,Romania,8
2014,Israel,Armenia,6
2014,Israel,Montenegro,0
2014,Israel,Poland,0
2014,Israel,Greece,2
2014,Israel,Austria,12
2014,Israel,Germany,0
2014,Israel,Sweden,10
2014,Israel,France,0
2014,Israel,Russia,3
2014,Israel,Italy,0
2014,Israel,Slovenia,0
2014,Israel,Finland,0
2014,Israel,Spain,4
2014,Israel,Switzerland,0
2014,Israel,Hungary,7
2014,Israel,Malta,0
2014,Israel,Denmark,0
2014,Israel,Netherlands,0
2014,Israel,San Marino,0
2014,Israel,United Kingdom,0
2014,Italy,Ukraine,10
2014,Italy,Belarus,0
2014,Italy,Azerbaijan,0
2014,Italy,Iceland,7
2014,Italy,Norway,0
2014,Italy,Romania,5
2014,Italy,Armenia,0
2014,Italy,Montenegro,0
2014,Italy,Poland,8
2014,Italy,Greece,3
2014,Italy,Austria,12
2014,Italy,Germany,0
2014,Italy,Sweden,0
2014,Italy,France,0
2014,Italy,Russia,0
2014,Italy,Slovenia,0
2014,Italy,Finland,6
2014,Italy,Spain,0
2014,Italy,Switzerland,2
2014,Italy,Hungary,0
2014,Italy,Malta,1
2014,Italy,Denmark,0
2014,Italy,Netherlands,4
2014,Italy,San Marino,0
2014,Italy,United Kingdom,0
2014,Latvia,Ukraine,7
2014,Latvia,Belarus,0
2014,Latvia,Azerbaijan,0
2014,Latvia,Iceland,0
2014,Latvia,Norway,5
2014,Latvia,Romania,0
2014,Latvia,Armenia,10
2014,Latvia,Montenegro,0
2014,Latvia,Poland,0
2014,Latvia,Greece,0
2014,Latvia,Austria,6
2014,Latvia,Germany,0
2014,Latvia,Sweden,8
2014,Latvia,France,0
2014,Latvia,Russia,2
2014,Latvia,Italy,0
2014,Latvia,Slovenia,0
2014,Latvia,Finland,3
2014,Latvia,Spain,4
2014,Latvia,Switzerland,0
2014,Latvia,Hungary,1
2014,Latvia,Malta,0
2014,Latvia,Denmark,0
2014,Latvia,Netherlands,12
2014,Latvia,San Marino,0
2014,Latvia,United Kingdom,0
2014,Lithuania,Ukraine,5
2014,Lithuania,Belarus,3
2014,Lithuania,Azerbaijan,0
2014,Lithuania,Iceland,0
2014,Lithuania,Norway,8
2014,Lithuania,Romania,0
2014,Lithuania,Armenia,0
2014,Lithuania,Montenegro,0
2014,Lithuania,Poland,0
2014,Lithuania,Greece,0
2014,Lithuania,Austria,10
2014,Lithuania,Germany,0
2014,Lithuania,Sweden,7
2014,Lithuania,France,0
2014,Lithuania,Russia,6
2014,Lithuania,Italy,0
2014,Lithuania,Slovenia,0
2014,Lithuania,Finland,0
2014,Lithuania,Spain,4
2014,Lithuania,Switzerland,2
2014,Lithuania,Hungary,0
2014,Lithuania,Malta,0
2014,Lithuania,Denmark,1
2014,Lithuania,Netherlands,12
2014,Lithuania,San Marino,0
2014,Lithuania,United Kingdom,0
2014,Malta,Ukraine,0
2014,Malta,Belarus,0
2014,Malta,Azerbaijan,0
2014,Malta,Iceland,0
2014,Malta,Norway,2
2014,Malta,Romania,8
2014,Malta,Armenia,6
2014,Malta,Montenegro,0
2014,Malta,Poland,0
2014,Malta,Greece,1
2014,Malta,Austria,10
2014,Malta,Germany,0
2014,Malta,Sweden,7
2014,Malta,France,0
2014,Malta,Russia,5
2014,Malta,Italy,12
2014,Malta,Slovenia,0
2014,Malta,Finland,0
2014,Malta,Spain,0
2014,Malta,Switzerland,3
2014,Malta,Hungary,0
2014,Malta,Denmark,0
2014,Malta,Netherlands,0
2014,Malta,San Marino,0
2014,Malta,United Kingdom,4
2014,Moldova,Ukraine,10
2014,Moldova,Belarus,5
2014,Moldova,Azerbaijan,0
2014,Moldova,Iceland,0
2014,Moldova,Norway,0
2014,Moldova,Romania,12
2014,Moldova,Armenia,3
2014,Moldova,Montenegro,0
2014,Moldova,Poland,2
2014,Moldova,Greece,0
2014,Moldova,Austria,7
2014,Moldova,Germany,0
2014,Moldova,Sweden,6
2014,Moldova,France,0
2014,Moldova,Russia,8
2014,Moldova,Italy,0
2014,Moldova,Slovenia,0
2014,Moldova,Finland,0
2014,Moldova,Spain,0
2014,Moldova,Switzerland,0
2014,Moldova,Hungary,4
2014,Moldova,Malta,0
2014,Moldova,Denmark,0
2014,Moldova,Netherlands,0
2014,Moldova,San Marino,1
2014,Moldova,United Kingdom,0
2014,Montenegro,Ukraine,7
2014,Montenegro,Belarus,1
2014,Montenegro,Azerbaijan,0
2014,Montenegro,Iceland,0
2014,Montenegro,Norway,0
2014,Montenegro,Romania,0
2014,Montenegro,Armenia,10
2014,Montenegro,Poland,4
2014,Montenegro,Greece,0
2014,Montenegro,Austria,2
2014,Montenegro,Germany,0
2014,Montenegro,Sweden,3
2014,Montenegro,France,0
2014,Montenegro,Russia,0
2014,Montenegro,Italy,6
2014,Montenegro,Slovenia,8
2014,Montenegro,Finland,0
2014,Montenegro,Spain,0
2014,Montenegro,Switzerland,5
2014,Montenegro,Hungary,12
2014,Montenegro,Malta,0
2014,Montenegro,Denmark,0
2014,Montenegro,Netherlands,0
2014,Montenegro,San Marino,0
2014,Montenegro,United Kingdom,0
2014,Norway,Ukraine,0
2014,Norway,Belarus,0
2014,Norway,Azerbaijan,0
2014,Norway,Iceland,6
2014,Norway,Romania,4
2014,Norway,Armenia,0
2014,Norway,Montenegro,0
2014,Norway,Poland,2
2014,Norway,Greece,0
2014,Norway,Austria,10
2014,Norway,Germany,0
2014,Norway,Sweden,8
2014,Norway,France,0
2014,Norway,Russia,0
2014,Norway,Italy,0
2014,Norway,Slovenia,0
2014,Norway,Finland,7
2014,Norway,Spain,5
2014,Norway,Switzerland,0
2014,Norway,Hungary,0
2014,Norway,Malta,0
2014,Norway,Denmark,1
2014,Norway,Netherlands,12
2014,Norway,San Marino,0
2014,Norway,United Kingdom,3
2014,Poland,Ukraine,5
2014,Poland,Belarus,0
2014,Poland,Azerbaijan,0
2014,Poland,Iceland,0
2014,Poland,Norway,7
2014,Poland,Romania,0
2014,Poland,Armenia,1
2014,Poland,Montenegro,0
2014,Poland,Greece,0
2014,Poland,Austria,0
2014,Poland,Germany,8
2014,Poland,Sweden,4
2014,Poland,France,0
2014,Poland,Russia,0
2014,Poland,Italy,0
2014,Poland,Slovenia,0
2014,Poland,Finland,3
2014,Poland,Spain,2
2014,Poland,Switzerland,10
2014,Poland,Hungary,0
2014,Poland,Malta,0
2014,Poland,Denmark,6
2014,Poland,Netherlands,12
2014,Poland,San Marino,0
2014,Poland,United Kingdom,0
2014,Portugal,Ukraine,0
2014,Portugal,Belarus,0
2014,Portugal,Azerbaijan,0
2014,Portugal,Iceland,0
2014,Portugal,Norway,3
2014,Portugal,Romania,1
2014,Portugal,Armenia,4
2014,Portugal,Montenegro,0
2014,Portugal,Poland,0
2014,Portugal,Greece,0
2014,Portugal,Austria,12
2014,Portugal,Germany,0
2014,Portugal,Sweden,8
2014,Portugal,France,0
2014,Portugal,Russia,2
2014,Portugal,Italy,0
2014,Portugal,Slovenia,0
2014,Portugal,Finland,0
2014,Portugal,Spain,0
2014,Portugal,Switzerland,7
2014,Portugal,Hungary,6
2014,Portugal,Malta,0
2014,Portugal,Denmark,5
2014,Portugal,Netherlands,10
2014,Portugal,San Marino,0
2014,Portugal,United Kingdom,0
2014,Romania,Ukraine,0
2014,Romania,Belarus,0
2014,Romania,Azerbaijan,0
2014,Romania,Iceland,0
2014,Romania,Norway,1
2014,Romania,Armenia,7
2014,Romania,Montenegro,0
2014,Romania,Poland,0
2014,Romania,Greece,0
2014,Romania,Austria,8
2014,Romania,Germany,2
2014,Romania,Sweden,12
2014,Romania,France,0
2014,Romania,Russia,0
2014,Romania,Italy,0
2014,Romania,Slovenia,0
2014,Romania,Finland,0
2014,Romania,Spain,5
2014,Romania,Switzerland,6
2014,Romania,Hungary,10
2014,Romania,Malta,0
2014,Romania,Denmark,4
2014,Romania,Netherlands,3
2014,Romania,San Marino,0
2014,Romania,United Kingdom,0
2014,Russia,Ukraine,7
2014,Russia,Belarus,12
2014,Russia,Azerbaijan,10
2014,Russia,Iceland,1
2014,Russia,Norway,0
2014,Russia,Romania,0
2014,Russia,Armenia,8
2014,Russia,Montenegro,0
2014,Russia,Poland,0
2014,Russia,Greece,4
2014,Russia,Austria,5
2014,Russia,Germany,0
2014,Russia,Sweden,2
2014,Russia,France,0
2014,Russia,Italy,0
2014,Russia,Slovenia,0
2014,Russia,Finland,0
2014,Russia,Spain,0
2014,Russia,Switzerland,0
2014,Russia,Hungary,6
2014,Russia,Malta,0
2014,Russia,Denmark,0
2014,Russia,Netherlands,3
2014,Russia,San Marino,0
2014,Russia,United Kingdom,0
2014,San Marino,Ukraine,0
2014,San Marino,Belarus,0
2014,San Marino,Azerbaijan,12
2014,San Marino,Iceland,8
2014,San Marino,Norway,0
2014,San Marino,Romania,0
2014,San Marino,Armenia,6
2014,San Marino,Montenegro,0
2014,San Marino,Poland,0
2014,San Marino,Greece,0
2014,San Marino,Austria,0
2014,San Marino,Germany,0
2014,San Marino,Sweden,10
2014,San Marino,France,0
2014,San Marino,Russia,0
2014,San Marino,Italy,0
2014,San Marino,Slovenia,0
2014,San Marino,Finland,3
2014,San Marino,Spain,0
2014,San Marino,Switzerland,0
2014,San Marino,Hungary,7
2014,San Marino,Malta,4
2014,San Marino,Denmark,1
2014,San Marino,Netherlands,2
2014,San Marino,United Kingdom,5
2014,Slovenia,Ukraine,0
2014,Slovenia,Belarus,0
2014,Slovenia,Azerbaijan,0
2014,Slovenia,Iceland,0
2014,Slovenia,Norway,5
2014,Slovenia,Romania,0
2014,Slovenia,Armenia,0
2014,Slovenia,Montenegro,7
2014,Slovenia,Poland,1
2014,Slovenia,Greece,0
2014,Slovenia,Austria,12
2014,Slovenia,Germany,2
2014,Slovenia,Sweden,8
2014,Slovenia,France,0
2014,Slovenia,Russia,0
2014,Slovenia,Italy,0
2014,Slovenia,Finland,0
2014,Slovenia,Spain,4
2014,Slovenia,Switzerland,3
2014,Slovenia,Hungary,0
2014,Slovenia,Malta,0
2014,Slovenia,Denmark,6
2014,Slovenia,Netherlands,10
2014,Slovenia,San Marino,0
2014,Slovenia,United Kingdom,0
2014,Spain,Ukraine,6
2014,Spain,Belarus,0
2014,Spain,Azerbaijan,0
2014,Spain,Iceland,1
2014,Spain,Norway,0
2014,Spain,Romania,8
2014,Spain,Armenia,4
2014,Spain,Montenegro,0
2014,Spain,Poland,0
2014,Spain,Greece,0
2014,Spain,Austria,12
2014,Spain,Germany,0
2014,Spain,Sweden,10
2014,Spain,France,0
2014,Spain,Russia,0
2014,Spain,Italy,0
2014,Spain,Slovenia,0
2014,Spain,Finland,0
2014,Spain,Switzerland,0
2014,Spain,Hungary,2
2014,Spain,Malta,0
2014,Spain,Denmark,3
2014,Spain,Netherlands,7
2014,Spain,San Marino,0
2014,Spain,United Kingdom,5
2014,Sweden,Ukraine,0
2014,Sweden,Belarus,0
2014,Sweden,Azerbaijan,0
2014,Sweden,Iceland,4
2014,Sweden,Norway,3
2014,Sweden,Romania,0
2014,Sweden,Armenia,5
2014,Sweden,Montenegro,0
2014,Sweden,Poland,2
2014,Sweden,Greece,0
2014,Sweden,Austria,12
2014,Sweden,Germany,0
